OUTLETID,BUSNAME,ADDR1,ADDR2,CITY,STATE,ZIP,ZIP4,PHONE,FAX,TOLLFREE,CATEGORYID,HOURS1,HOURS2,HOURS3,HOURS4,HOURS5,HOURS6,HOURS7,REGULARHOURSDESCRIPTION,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,COLLECTIONHOURSDESCRIPTION,SPECIALHOURS1,SPECIALHOURS2,SPECIALHOURS3,SPECIALHOURS4,SPECIALHOURS5,SPECIALHOURS6,SPECIALHOURS7,SPECIALHOURSDESCRIPTION,MISCELLANEOUSSPECIALHOURS1,MISCELLANEOUSSPECIALHOURS2,MISCELLANEOUSSPECIALHOURS3,MISCELLANEOUSSPECIALHOURS4,MISCELLANEOUSSPECIALHOURS5,MISCELLANEOUSSPECIALHOURS6,MISCELLANEOUSSPECIALHOURS7,MISCSPECIALHOURSDESCRIPTION,DONTSHOWLOCALNUMBER,SPECIALMESSAGETEXT,SHOWNOTICE,LATITUDE,LONGITUDE
7875800063,USPS COLLECTION BOX - BLUE BOX,11500 METRIC BLVD,NULL,AUSTIN,TX,78758,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:15PM,TU 01:15PM,WE 01:15PM,TH 01:15PM,FR 01:15PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,30.395253,-97.7083319
7875900041,USPS COLLECTION BOX - BLUE BOX,4159 STECK AVE,NULL,AUSTIN,TX,78759,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:45PM,TU 02:45PM,WE 02:45PM,TH 02:45PM,FR 02:45PM,SA 02:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,30.37678542,-97.75747178
7940100039,USPS COLLECTION BOX - BLUE BOX,1624 15TH ST,NULL,LUBBOCK,TX,79401,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.581903,-101.853981
7940400011,USPS COLLECTION BOX - BLUE BOX,4001 AVENUE A,NULL,LUBBOCK,TX,79404,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,SA 11:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.557948,-101.835093
7941000026,USPS COLLECTION BOX - BLUE BOX,4102 24TH ST,NULL,LUBBOCK,TX,79410,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:00PM,TU 01:00PM,WE 01:00PM,TH 01:00PM,FR 01:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,33.572447,-101.900947
7941200011,USPS COLLECTION BOX - BLUE BOX,5302 AVENUE Q,NULL,LUBBOCK,TX,79412,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:30PM,TU 02:30PM,WE 02:30PM,TH 02:30PM,FR 02:30PM,SA 10:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,33.54642,-101.854541
7941300002,USPS COLLECTION BOX - BLUE BOX,4212 50TH ST,NULL,LUBBOCK,TX,79413,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.549064,-101.902062
7941300003,USPS COLLECTION BOX - BLUE BOX,3701 50TH ST,NULL,LUBBOCK,TX,79413,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:45AM,TU 10:45AM,WE 10:45AM,TH 10:45AM,FR 10:45AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.548607,-101.894547
7941300011,USPS COLLECTION BOX - BLUE BOX,6409 INDIANA AVE,NULL,LUBBOCK,TX,79413,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.535658,-101.88747
7941300028,USPS COLLECTION BOX - BLUE BOX,6501 UNIVERSITY AVE,NULL,LUBBOCK,TX,79413,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.536327,-101.870038
7941600024,USPS COLLECTION BOX - BLUE BOX,5701 4TH ST,NULL,LUBBOCK,TX,79416,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:30AM,TU 09:30AM,WE 09:30AM,TH 09:30AM,FR 09:30AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.591112,-101.937119
7942300020,USPS COLLECTION BOX - BLUE BOX,8207 NASHVILLE AVE,NULL,LUBBOCK,TX,79423,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.519029,-101.897692
7942300021,USPS COLLECTION BOX - BLUE BOX,8207 NASHVILLE AVE,NULL,LUBBOCK,TX,79423,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.519024,-101.897709
7942300028,USPS COLLECTION BOX - BLUE BOX,8207 ITHACA AVE,NULL,LUBBOCK,TX,79423,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:30AM,TU 10:30AM,WE 10:30AM,TH 10:30AM,FR 10:30AM,SA 10:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.519226,-101.889166
7942300050,USPS COLLECTION BOX - BLUE BOX,8207 ITHACA AVE,NULL,LUBBOCK,TX,79423,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:30AM,TU 10:30AM,WE 10:30AM,TH 10:30AM,FR 10:30AM,SA 10:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.519231,-101.889176
7942400044,USPS COLLECTION BOX - BLUE BOX,6831 82ND ST,NULL,LUBBOCK,TX,79424,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:30AM,TU 10:30AM,WE 10:30AM,TH 10:30AM,FR 10:30AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.51967542,-101.9649848
7942400051,USPS COLLECTION BOX - BLUE BOX,4402 82ND ST,NULL,LUBBOCK,TX,79424,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:30AM,TU 10:30AM,WE 10:30AM,TH 10:30AM,FR 10:30AM,SA 09:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,33.51978146,-101.9054705
7960100033,USPS COLLECTION BOX - BLUE BOX,402 CYPRESS ST,NULL,ABILENE,TX,79601,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,32.453095,-99.733954
7970500138,USPS COLLECTION BOX - BLUE BOX,3001 W LOOP 250 N,NULL,MIDLAND,TX,79705,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:45PM,TU 02:45PM,WE 02:45PM,TH 02:45PM,FR 02:45PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,32.03261,-102.125281
7976200016,USPS COLLECTION BOX - BLUE BOX,4001 PENBROOK ST,NULL,ODESSA,TX,79762,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 03:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,31.894023,-102.34516
7976200017,USPS COLLECTION BOX - BLUE BOX,4001 E 42ND ST,NULL,ODESSA,TX,79762,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 03:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,31.891963,-102.344837
7990200110,USPS COLLECTION BOX - BLUE BOX,2900 N MESA ST,NULL,EL PASO,TX,79902,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:45PM,TU 02:45PM,WE 02:45PM,TH 02:45PM,FR 02:45PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,31.778942,-106.504549
7990200111,USPS COLLECTION BOX - BLUE BOX,2001 N OREGON ST,NULL,EL PASO,TX,79902,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:25PM,TU 03:25PM,WE 03:25PM,TH 03:25PM,FR 03:25PM,SA 02:55PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,31.77128562,-106.499494
7993200007,USPS COLLECTION BOX - BLUE BOX,1071 COUNTRY CLUB RD,NULL,EL PASO,TX,79932,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:25PM,TU 03:25PM,WE 03:25PM,TH 03:25PM,FR 03:25PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,31.847716,-106.611676
8003100014,USPS COLLECTION BOX - BLUE BOX,5005 W 81ST PL,NULL,WESTMINSTER,CO,80031,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,39.844125,-105.050882
8020600045,USPS COLLECTION BOX - BLUE BOX,290 MONROE ST,NULL,DENVER,CO,80206,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 01:30PM,TU 01:30PM,WE 01:30PM,TH 01:30PM,FR 01:30PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,39.720897,-104.944869
8020700017,USPS COLLECTION BOX - BLUE BOX,3401 QUEBEC ST,NULL,DENVER,CO,80207,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:45PM,TU 03:45PM,WE 03:45PM,TH 03:45PM,FR 03:45PM,SA 01:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,39.765137,-104.903852
8021600036,USPS COLLECTION BOX - BLUE BOX,181 E 56TH AVE,NULL,DENVER,CO,80216,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:45PM,TU 02:45PM,WE 02:45PM,TH 02:45PM,FR 02:45PM,SA 12:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,39.798636,-104.985275
8022100005,USPS COLLECTION BOX - BLUE BOX,7401 BROADWAY,NULL,DENVER,CO,80221,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,SA 02:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,39.830557,-104.987698
8022200124,USPS COLLECTION BOX - BLUE BOX,4105 E FLORIDA AVE,NULL,DENVER,CO,80222,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,SA 02:15PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,39.68938,-104.939358
8022700010,USPS COLLECTION BOX - BLUE BOX,5350 W EVANS AVE,NULL,LAKEWOOD,CO,80227,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:00AM,TU 11:00AM,WE 11:00AM,TH 11:00AM,FR 11:00AM,SA 10:20AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,39.679098,-105.054908
8063100001,USPS COLLECTION BOX - BLUE BOX,1801 16TH ST,NULL,GREELEY,CO,80631,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:50PM,TU 03:50PM,WE 03:50PM,TH 03:50PM,FR 03:50PM,SA 04:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,40.414119,-104.709207
8084000005,USPS COLLECTION BOX - BLUE BOX,2346 ACADEMY DR,NULL,U S A F ACADEMY,CO,80840,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,39.007111,-104.895071
8090300057,USPS COLLECTION BOX - BLUE BOX,501 N TEJON ST,NULL,COLORADO SPGS,CO,80903,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:30AM,TU 11:30AM,WE 11:30AM,TH 11:30AM,FR 11:30AM,SA 10:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,38.841026,-104.823004
8090300076,USPS COLLECTION BOX - BLUE BOX,27 E VERMIJO AVE,NULL,COLORADO SPGS,CO,80903,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,38.829558,-104.824595
8091700002,USPS COLLECTION BOX - BLUE BOX,4715 N CAREFREE CIR,NULL,COLORADO SPGS,CO,80917,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:45PM,TU 12:45PM,WE 12:45PM,TH 12:45PM,FR 12:45PM,SA 12:15PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,38.885689,-104.739469
8219000009,USPS COLLECTION BOX - BLUE BOX,1000 LAKE VLG,NULL,YELLOWSTONE,WY,82190,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:45AM,TU 11:45AM,WE 11:45AM,TH 11:45AM,FR 11:45AM,SA 11:45AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,44.5518083,-110.4016614
8219000013,USPS COLLECTION BOX - BLUE BOX,1000 GRANT VLG,NULL,YELLOWSTONE,WY,82190,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:15AM,TU 11:15AM,WE 11:15AM,TH 11:15AM,FR 11:15AM,SA 11:15AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,44.39020554,-110.5562118
8260100037,USPS COLLECTION BOX - BLUE BOX,330 S CENTER ST,NULL,CASPER,WY,82601,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.846647,-106.325264
8260100051,USPS COLLECTION BOX - BLUE BOX,123 N WOLCOTT ST,NULL,CASPER,WY,82601,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.850628,-106.323659
8330100024,USPS COLLECTION BOX - BLUE BOX,2258 ADDISON AVE E,NULL,TWIN FALLS,ID,83301,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 05:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.562181,-114.440396
8354400002,USPS COLLECTION BOX - BLUE BOX,1130 MICHIGAN AVE,NULL,OROFINO,ID,83544,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,46.483692,-116.242535
8365100004,USPS COLLECTION BOX - BLUE BOX,1509 CALDWELL BLVD,NULL,NAMPA,ID,83651,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:45PM,TU 04:45PM,WE 04:45PM,TH 04:45PM,FR 04:45PM,SA 04:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,43.60222,-116.600221
8370200058,USPS COLLECTION BOX - BLUE BOX,399 N 8TH ST,NULL,BOISE,ID,83702,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 04:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,43.617838,-116.201503
8370500050,USPS COLLECTION BOX - BLUE BOX,2773 W ELDER ST,NULL,BOISE,ID,83705,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:15PM,TU 04:15PM,WE 04:15PM,TH 04:15PM,FR 04:15PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,43.57345851,-116.2156804
8370600084,USPS COLLECTION BOX - BLUE BOX,670 E RIVERPARK LN,NULL,BOISE,ID,83706,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,43.59104,-116.174939
8381400045,USPS COLLECTION BOX - BLUE BOX,1217 N 4TH ST,NULL,COEUR D ALENE,ID,83814,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 02:45PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,47.687058,-116.780751
8401000055,USPS COLLECTION BOX - BLUE BOX,425 MEDICAL DR,NULL,BOUNTIFUL,UT,84010,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 02:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,40.885551,-111.866945
8404700012,USPS COLLECTION BOX - BLUE BOX,942 E NORTH UNION AVE,NULL,MIDVALE,UT,84047,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 01:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,40.620989,-111.865071
8407000009,USPS COLLECTION BOX - BLUE BOX,9150 S 500 W,NULL,SANDY,UT,84070,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,40.584535,-111.905633
8407000024,USPS COLLECTION BOX - BLUE BOX,9500 S 500 W,NULL,SANDY,UT,84070,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 12:00PM,TU 12:00PM,WE 12:00PM,TH 12:00PM,FR 12:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,40.579322,-111.905652
8412000025,USPS COLLECTION BOX - BLUE BOX,3739 W 2270 S,NULL,SALT LAKE CITY,UT,84120,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:30PM,TU 04:30PM,WE 04:30PM,TH 04:30PM,FR 04:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,40.721551,-111.979964
8412100001,USPS COLLECTION BOX - BLUE BOX,1480 E 5600 S,NULL,SALT LAKE CITY,UT,84121,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:30PM,TU 02:30PM,WE 02:30PM,TH 02:30PM,FR 02:30PM,SA 03:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,40.649266,-111.849709
