OUTLETID,BUSNAME,ADDR1,ADDR2,CITY,STATE,ZIP,ZIP4,PHONE,FAX,TOLLFREE,CATEGORYID,HOURS1,HOURS2,HOURS3,HOURS4,HOURS5,HOURS6,HOURS7,REGULARHOURSDESCRIPTION,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,COLLECTIONHOURSDESCRIPTION,SPECIALHOURS1,SPECIALHOURS2,SPECIALHOURS3,SPECIALHOURS4,SPECIALHOURS5,SPECIALHOURS6,SPECIALHOURS7,SPECIALHOURSDESCRIPTION,MISCELLANEOUSSPECIALHOURS1,MISCELLANEOUSSPECIALHOURS2,MISCELLANEOUSSPECIALHOURS3,MISCELLANEOUSSPECIALHOURS4,MISCELLANEOUSSPECIALHOURS5,MISCELLANEOUSSPECIALHOURS6,MISCELLANEOUSSPECIALHOURS7,MISCSPECIALHOURSDESCRIPTION,DONTSHOWLOCALNUMBER,SPECIALMESSAGETEXT,SHOWNOTICE,LATITUDE,LONGITUDE
64700001,USPS COLLECTION BOX - BLUE BOX,6 CALLE SEGUNDA SUR,NULL,ENSENADA,PR,647,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,SA 08:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,17.96564,-66.94029998
64700003,USPS COLLECTION BOX - PO LOBBY,6 CALLE SEGUNDA SUR,NULL,ENSENADA,PR,647,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,SA 08:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,17.96564,-66.94029998
64700004,USPS COLLECTION BOX - PO LOBBY,6 CALLE SEGUNDA SUR,NULL,ENSENADA,PR,647,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:15PM,TU 04:15PM,WE 04:15PM,TH 04:15PM,FR 04:15PM,SA 12:15PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,17.97300019,-66.9321806
78400011,USPS COLLECTION BOX - BLUE BOX,6 CALLE DERKES E,NULL,GUAYAMA,PR,784,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 08:00AM,TU 08:00AM,WE 08:00AM,TH 08:00AM,FR 08:00AM,SA 08:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,17.984693,-66.1135129
92100005,USPS COLLECTION BOX - BLUE BOX,1304 AVE AMERICO MIRANDA,NULL,SAN JUAN,PR,921,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:30PM,TU 02:30PM,WE 02:30PM,TH 02:30PM,FR 02:30PM,SA 01:30PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,18.39882617,-66.08589796
97900021,USPS COLLECTION BOX - BLUE BOX,71 CALLE LUNA,NULL,CAROLINA,PR,979,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,18.428901,-66.0037606
104000055,USPS COLLECTION BOX - BLUE BOX,110 CHERRY ST,NULL,HOLYOKE,MA,1040,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.201031,-72.64121
105700009,USPS COLLECTION BOX - BLUE BOX,128 MAIN ST,NULL,MONSON,MA,1057,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.098925,-72.3149744
108500022,USPS COLLECTION BOX - BLUE BOX,349 E MOUNTAIN RD,NULL,WESTFIELD,MA,1085,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.11929107,-72.69957413
110300056,USPS COLLECTION BOX - BLUE BOX,55 FRANK B MURRAY ST,NULL,SPRINGFIELD,MA,1103,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.108901,-72.5919705
120100015,USPS COLLECTION BOX - BLUE BOX,246 NORTH ST,NULL,PITTSFIELD,MA,1201,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,SA 03:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.451933,-73.2529571
120100067,USPS COLLECTION BOX - BLUE BOX,99 WEST ST,NULL,PITTSFIELD,MA,1201,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.447371,-73.2570364
120100084,USPS COLLECTION BOX - BLUE BOX,20 MCKAY ST,NULL,PITTSFIELD,MA,1201,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,SA 02:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.44924,-73.2547946
124400000,USPS COLLECTION BOX - BLUE BOX,8 MILL RIVER GT BARRINGTON RD,NULL,MILL RIVER,MA,1244,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,SA 11:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.11812,-73.269227
124400001,USPS COLLECTION BOX - PO LOBBY,8 MILL RIVER GT BARRINGTON RD,NULL,MILL RIVER,MA,1244,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:30PM,TU 03:30PM,WE 03:30PM,TH 03:30PM,FR 03:30PM,SA 11:30AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.11803,-73.2692
124400002,USPS COLLECTION BOX - PO LOBBY,8 MILL RIVER GT BARRINGTON RD,NULL,MILL RIVER,MA,1244,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 03:00PM,TU 03:00PM,WE 03:00PM,TH 03:00PM,FR 03:00PM,SA 11:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.32704805,-73.36821887
133700001,USPS COLLECTION BOX - BLUE BOX,16 W LEYDEN RD,NULL,BERNARDSTON,MA,1337,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.701121,-72.6311226
153200018,USPS COLLECTION BOX - BLUE BOX,24 W MAIN ST,NULL,NORTHBOROUGH,MA,1532,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:00AM,TU 11:00AM,WE 11:00AM,TH 11:00AM,FR 11:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.320193,-71.6431513
161000011,USPS COLLECTION BOX - BLUE BOX,433 PARK AVE,NULL,WORCESTER,MA,1610,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 02:00PM,TU 02:00PM,WE 02:00PM,TH 02:00PM,FR 02:00PM,SA 12:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.256005,-71.824211
161000015,USPS COLLECTION BOX - BLUE BOX,26 QUEEN ST,NULL,WORCESTER,MA,1610,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 08:00AM,TU 08:00AM,WE 08:00AM,TH 08:00AM,FR 08:00AM,SA 08:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.259032,-71.8144395
170100030,USPS COLLECTION BOX - BLUE BOX,40 UNION AVE,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 01:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.279581,-71.4172889
170100035,USPS COLLECTION BOX - BLUE BOX,39 UNION AVE,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.27962,-71.4173369
170100074,USPS COLLECTION BOX - BLUE BOX,30 HOLLIS ST,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.27580993,-71.4168404
170100076,USPS COLLECTION BOX - BLUE BOX,181 HOLLIS ST,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.274088,-71.4182434
170100090,USPS COLLECTION BOX - BLUE BOX,600 CONCORD ST,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 04:00PM,TU 04:00PM,WE 04:00PM,TH 04:00PM,FR 04:00PM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.293288,-71.4093649
170100124,USPS COLLECTION BOX - BLUE BOX,300 HOWARD ST,NULL,FRAMINGHAM,MA,1701,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 11:30AM,TU 11:30AM,WE 11:30AM,TH 11:30AM,FR 11:30AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.278738,-71.4103042
174900014,USPS COLLECTION BOX - BLUE BOX,577 MAIN ST,NULL,HUDSON,MA,1749,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.390381,-71.5001799
174900025,USPS COLLECTION BOX - BLUE BOX,280 WASHINGTON ST,NULL,HUDSON,MA,1749,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.372251,-71.5606068
175700002,USPS COLLECTION BOX - BLUE BOX,2 CONGRESS ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.138784,-71.521828
175700006,USPS COLLECTION BOX - BLUE BOX,7 CAPITAL RD,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.156992,-71.5370766
175700008,USPS COLLECTION BOX - BLUE BOX,20 CLAFLIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.137383,-71.5173388
175700011,USPS COLLECTION BOX - BLUE BOX,161 E MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.149522,-71.5044595
175700012,USPS COLLECTION BOX - BLUE BOX,20 FOREST ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:10AM,TU 09:10AM,WE 09:10AM,TH 09:10AM,FR 09:10AM,SA 09:10AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.135427,-71.5194885
175700021,USPS COLLECTION BOX - BLUE BOX,52 MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.142694,-71.5170152
175700022,USPS COLLECTION BOX - BLUE BOX,126 MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.141441,-71.5194342
175700023,USPS COLLECTION BOX - BLUE BOX,206 MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,SA 09:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.13999,-71.520464
175700026,USPS COLLECTION BOX - BLUE BOX,109 MEDWAY RD,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.147201,-71.4896149
175700029,USPS COLLECTION BOX - BLUE BOX,76 PINE ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.142274,-71.5230529
175700030,USPS COLLECTION BOX - BLUE BOX,12 MAIN ST / POND ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.143574,-71.5136712
175700031,USPS COLLECTION BOX - BLUE BOX,14 PROSPECT ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.133092,-71.5280199
175700032,USPS COLLECTION BOX - BLUE BOX,91 PROSPECT ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.138331,-71.5338326
175700034,USPS COLLECTION BOX - BLUE BOX,1 ROLLING GREEN DR,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.162648,-71.5361294
175700036,USPS COLLECTION BOX - BLUE BOX,138 S MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.127091,-71.5165831
175700040,USPS COLLECTION BOX - BLUE BOX,143 W SPRUCE ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:15AM,TU 09:15AM,WE 09:15AM,TH 09:15AM,FR 09:15AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.143381,-71.5260156
175700042,USPS COLLECTION BOX - BLUE BOX,27 WATER ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 09:00AM,TU 09:00AM,WE 09:00AM,TH 09:00AM,FR 09:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.138431,-71.5265264
175700050,USPS COLLECTION BOX - BLUE BOX,100 MEDWAY RD,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.148722,-71.4897319
175700052,USPS COLLECTION BOX - BLUE BOX,7 MEDWAY RD,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.149682,-71.5025656
175700054,USPS COLLECTION BOX - BLUE BOX,25 SHADOW BROOK LN,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.163727,-71.5249863
175700056,USPS COLLECTION BOX - BLUE BOX,25 BIRCH ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.142145,-71.4901977
175700061,USPS COLLECTION BOX - BLUE BOX,250 MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.138946,-71.5211484
175700065,USPS COLLECTION BOX - PO LOBBY,2 CONGRESS ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 05:00PM,TU 05:00PM,WE 05:00PM,TH 05:00PM,FR 05:00PM,SA 04:00PM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,"ON 12/24 AND 12/31, THIS BOX MAY BE COLLECTED AS EARLY AS 12 NOON.",Y,42.138784,-71.521828
175700067,USPS COLLECTION BOX - BLUE BOX,83 E MAIN ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.147374,-71.5106829
175700068,USPS COLLECTION BOX - BLUE BOX,161 WEST ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.140577,-71.5382635
175700069,USPS COLLECTION BOX - BLUE BOX,1 PARK ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.139431,-71.5217226
175700071,USPS COLLECTION BOX - BLUE BOX,1 PARK ST,NULL,MILFORD,MA,1757,NULL,NULL,NULL,NULL,3064,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MO 10:00AM,TU 10:00AM,WE 10:00AM,TH 10:00AM,FR 10:00AM,SA 10:00AM,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,NULL,NULL,,N,42.139419,-71.5217099
