OUTLETID,BUSNAME,ADDR1,CITY,STATE,ZIP,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,LATITUDE,LONGITUDE
6051500103,USPS COLLECTION BOX - BLUE BOX,3200 HIGHLAND AVE,DOWNERS GROVE,IL,60515,MO 01:30 PM,TU 01:30 PM,WE 01:30 PM,TH 01:30 PM,FR 01:30 PM,SA 01:30 PM,,41.829578508,-88.010866356
0212200019,USPS COLLECTION BOX - BLUE BOX,251 BOWDOIN ST,BOSTON,MA,02122,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 01:00 PM,,42.306201,-71.0667675
0212200096,USPS COLLECTION BOX - BLUE BOX,18 CLAYTON ST,BOSTON,MA,02122,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 01:00 PM,,42.303918479,-71.056149376
2121600061,USPS COLLECTION BOX - BLUE BOX,2300 GARRISON BLVD,BALTIMORE,MD,21216,MO 09:00 AM,TU 09:00 AM,WE 09:00 AM,TH 09:00 AM,FR 09:00 AM,SA 09:00 AM,,39.314493,-76.677147
6013100060,USPS COLLECTION BOX - BLUE BOX,9451 BELMONT AVE,FRANKLIN PARK,IL,60131,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 01:45 PM,,41.9368364879,-87.8624383622
1102000087,USPS COLLECTION BOX - BLUE BOX,445 NORTHERN BLVD,GREAT NECK,NY,11020,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 12:00 PM,,40.779473845,-73.722440697
6001800011,USPS COLLECTION BOX - BLUE BOX,9501 BAY COLONY DR,DES PLAINES,IL,60018,MO 12:30 PM,TU 12:30 PM,WE 12:30 PM,TH 12:30 PM,FR 12:30 PM,SA 09:30 AM,,42.0501674788,-87.867279486
0214800121,USPS COLLECTION BOX - BLUE BOX,200 EXCHANGE ST,MALDEN,MA,02148,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 01:00 PM,,42.4264210019,-71.0728369258
2346000001,USPS COLLECTION BOX - BLUE BOX,1449 TOMCAT BLVD,VA BEACH,VA,23460,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 12:15 PM,,36.8039538841,-76.0148037809
0218800001,USPS COLLECTION BOX - BLUE BOX,36 FINNELL DR,WEYMOUTH,MA,02188,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 01:00 PM,,42.188574121,-70.968127326
2121600026,USPS COLLECTION BOX - BLUE BOX,4501 BONNER RD,BALTIMORE,MD,21216,MO 09:00 AM,TU 09:00 AM,WE 09:00 AM,TH 09:00 AM,FR 09:00 AM,SA 09:00 AM,,39.3199514435,-76.6921670204
0221500024,USPS COLLECTION BOX - BLUE BOX,1016 COMMONWEALTH AVE,BOSTON,MA,02215,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 01:00 PM,,42.3516846233,-71.1214621707
6061600035,USPS COLLECTION BOX - BLUE BOX,602 W 26TH ST,CHICAGO,IL,60616,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,41.8454587661,-87.6417643613
5960100074,USPS COLLECTION BOX - BLUE BOX,855 FRONT ST,HELENA,MT,59601,MO 04:45 PM,TU 04:45 PM,WE 04:45 PM,TH 04:45 PM,FR 04:45 PM,,,46.5964419098,-112.0358157729
8260100080,USPS COLLECTION BOX - BLUE BOX,125 COLLEGE DR,CASPER,WY,82601,MO 02:00 PM,TU 02:00 PM,WE 02:00 PM,TH 02:00 PM,FR 02:00 PM,,,42.833511,-106.3254105
4412200004,USPS COLLECTION BOX - BLUE BOX,21749 PARNELL RD,SHAKER HEIGHTS,OH,44122,MO 02:00 PM,TU 02:00 PM,WE 02:00 PM,TH 02:00 PM,FR 02:00 PM,SA 02:00 PM,,41.4829007061,-81.5265324282
4411800073,USPS COLLECTION BOX - BLUE BOX,4386 SILSBY RD,CLEVELAND HTS,OH,44118,MO 10:15 AM,TU 10:15 AM,WE 10:15 AM,TH 10:15 AM,FR 10:15 AM,SA 10:15 AM,,41.497581532,-81.522000084
9403000042,USPS COLLECTION BOX - BLUE BOX,199 CALIFORNIA DR,MILLBRAE,CA,94030,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 09:00 AM,,37.597455,-122.385168
1123000013,USPS COLLECTION BOX - BLUE BOX,1302 AVENUE L,BROOKLYN,NY,11230,MO 07:00 AM,TU 07:00 AM,WE 07:00 AM,TH 07:00 AM,FR 07:00 AM,SA 07:00 AM,,40.620096,-73.96218
1912400174,USPS COLLECTION BOX - BLUE BOX,1300 E HUNTING PARK AVE,PHILA,PA,19124,MO 09:00 AM,TU 09:00 AM,WE 09:00 AM,TH 09:00 AM,FR 09:00 AM,SA 09:00 AM,,40.010544,-75.102066
1913400113,USPS COLLECTION BOX - BLUE BOX,2365 E SOMERSET ST,PHILA,PA,19134,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 01:00 PM,,39.9833549885,-75.1151439711
6052300020,USPS COLLECTION BOX - BLUE BOX,2625 BUTTERFIELD RD,OAKBROOK,IL,60523,MO 01:30 PM,TU 01:30 PM,WE 01:30 PM,TH 01:30 PM,FR 01:30 PM,,,41.844132,-87.9846255
1046600017,USPS COLLECTION BOX - BLUE BOX,1820 NEREID AVE,BRONX,NY,10466,MO 11:45 AM,TU 11:45 AM,WE 11:45 AM,TH 11:45 AM,FR 11:45 AM,SA 11:45 AM,,40.898277,-73.849689
1136000007,USPS COLLECTION BOX - BLUE BOX,21427 38TH AVE,FLUSHING,NY,11360,MO 11:30 AM,TU 11:30 AM,WE 11:30 AM,TH 11:30 AM,FR 11:30 AM,SA 10:00 AM,,40.767023953,-73.770215892
1141900010,USPS COLLECTION BOX - BLUE BOX,11200 107 AVE,JAMAICA,NY,11419,MO 09:30 AM,TU 09:30 AM,WE 09:30 AM,TH 09:30 AM,FR 09:30 AM,SA 09:00 AM,,40.6826492301,-73.8289971863
6064000016,USPS COLLECTION BOX - BLUE BOX,5050 N BROADWAY ST,CHICAGO,IL,60640,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,41.9743639799,-87.6602599992
8940600022,USPS COLLECTION BOX - BLUE BOX,1239 COYATE CIR,FALLON,NV,89406,MO 01:15 PM,TU 01:15 PM,WE 01:15 PM,TH 01:15 PM,FR 01:15 PM,SA 01:15 PM,,39.4207707658,-118.7229942748
0253500006,USPS COLLECTION BOX - BLUE BOX,955 STATE RD,CHILMARK,MA,02535,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,41.343007231,-70.8131172
1047000041,USPS COLLECTION BOX - BLUE BOX,199 E 237TH ST,BRONX,NY,10470,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,40.8986498392,-73.870931208
0213400008,USPS COLLECTION BOX - BLUE BOX,39 LINDEN ST,ALLSTON,MA,02134,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 10:00 AM,,42.354229212,-71.130336031
0213500002,USPS COLLECTION BOX - BLUE BOX,77 WARREN ST,BRIGHTON,MA,02135,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 03:00 PM,,42.3494063569,-71.1425851496
9977700001,USPS COLLECTION BOX - PO LOBBY,100 FRONT ST,TANANA,AK,99777,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,,,65.1706012446,-152.0803448312
9972100000,USPS COLLECTION BOX - BLUE BOX,1077 SUMMER ST,ANAKTUVUK PASS,AK,99721,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,,,68.1400445075,-151.7341807746
9972100001,USPS COLLECTION BOX - PO LOBBY,1077 SUMMER ST,ANAKTUVUK PASS,AK,99721,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,,,68.1400445075,-151.7341807746
0221000086,USPS COLLECTION BOX - BLUE BOX,88 BLACK FALCON AVE,BOSTON,MA,02210,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,,,42.3443234735,-71.022529446
