OUTLETID,BUSNAME,ADDR1,CITY,STATE,ZIP,COLLECTIONHOURS1,COLLECTIONHOURS2,COLLECTIONHOURS3,COLLECTIONHOURS4,COLLECTIONHOURS5,COLLECTIONHOURS6,COLLECTIONHOURS7,LATITUDE,LONGITUDE
0763100010,USPS COLLECTION BOX - BLUE BOX,2 N VAN BRUNT ST,ENGLEWOOD,NJ,07631,MO 11:30 AM,TU 11:30 AM,WE 11:30 AM,TH 11:30 AM,FR 11:30 AM,SA 11:30 AM,,40.8944810836,-73.9752687752
0763100075,USPS COLLECTION BOX - BLUE BOX,18 E PALISADE AVE,ENGLEWOOD,NJ,07631,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 11:00 AM,,40.893525,-73.9746225
0763100059,USPS COLLECTION BOX - BLUE BOX,201 S DEAN ST,ENGLEWOOD,NJ,07631,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 01:00 PM,,40.8874659678,-73.9787898621
0766600022,USPS COLLECTION BOX - BLUE BOX,467 CEDAR LN # 2,TEANECK,NJ,07666,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 11:00 AM,,40.8892312451,-74.0222443972
0763100086,USPS COLLECTION BOX - BLUE BOX,25 ROCKWOOD PLACE,ENGLEWOOD,NJ,07631,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,40.879629,-73.9830915
0760300019,USPS COLLECTION BOX - BLUE BOX,262 PALISADE AVE,BOGOTA,NJ,07603,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 12:00 PM,,40.875057,-74.026035
9818802172,USPS COLLECTION BOX - BLUE BOX,575 CORPORATE DR S,TUKWILA,WA,98188,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,47.4492731639,-122.2546106221
9818802160,USPS COLLECTION BOX - BLUE BOX,436 MINKLER BLVD,TUKWILA,WA,98188,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,47.4487777256,-122.2531381911
9810800718,USPS COLLECTION BOX - BLUE BOX,9627 DES MOINES MEMORIAL DR,SEATTLE,WA,98108,MO 10:45 AM,TU 10:45 AM,WE 10:45 AM,TH 10:45 AM,FR 10:45 AM,SA 10:30 AM,,47.515967142,-122.314552542
9800600006,USPS COLLECTION BOX - BLUE BOX,3550 FACTORIA BLVD SE,BELLEVUE,WA,98006,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 11:30 AM,,47.578671,-122.1671835
9800500070,USPS COLLECTION BOX - BLUE BOX,3180 139TH AVE SE,BELLEVUE,WA,98005,MO 02:30 PM,TU 02:30 PM,WE 02:30 PM,TH 02:30 PM,FR 02:30 PM,,,47.5817879337,-122.1547813954
7750400019,USPS COLLECTION BOX - BLUE BOX,4120 FAIRMONT PKWY,PASADENA,TX,77504,MO 02:00 PM,TU 02:00 PM,WE 02:00 PM,TH 02:00 PM,FR 02:00 PM,,,29.650716801,-95.1810599695
5200100113,USPS COLLECTION BOX - BLUE BOX,2255 KERPER BLVD,DUBUQUE,IA,52001,MO 03:15 PM,TU 03:15 PM,WE 03:15 PM,TH 03:15 PM,FR 03:15 PM,SA 10:00 AM,,42.520611299,-90.654935194
5200100114,USPS COLLECTION BOX - BLUE BOX,2255 KERPER BLVD,DUBUQUE,IA,52001,MO 03:15 PM,TU 03:15 PM,WE 03:15 PM,TH 03:15 PM,FR 03:15 PM,SA 10:00 AM,,42.520763987,-90.655289018
3580800019,USPS COLLECTION BOX - BLUE BOX,5224 MARTIN RD,HUNTSVILLE,AL,35808,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,,,34.6707609588,-86.577260504
3208600020,USPS COLLECTION BOX - BLUE BOX,2121 US 1 S,ST AUGUSTINE,FL,32086,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 02:00 PM,,29.8607467332,-81.3230706783
4503000014,USPS COLLECTION BOX - BLUE BOX,10905 SHAKER POINT WAY,HARRISON,OH,45030,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,39.261168,-84.8036855023
1367600016,USPS COLLECTION BOX - BLUE BOX,1 BARRINGTON DR,POTSDAM,NY,13676,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,44.6613748503,-74.9767665499
7703000073,USPS COLLECTION BOX - BLUE BOX,7200 CAMBRIDGE ST,HOUSTON,TX,77030,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,,,29.698829579,-95.393144944
2174200015,USPS COLLECTION BOX - BLUE BOX,1500 PENNSYLVANIA AVE,HAGERSTOWN,MD,21742,MO 09:00 AM,TU 09:00 AM,WE 09:00 AM,TH 09:00 AM,FR 09:00 AM,SA 09:00 AM,,39.6657657444,-77.7189239561
5254900003,USPS COLLECTION BOX - PO LOBBY,101 ALPINE STE 1,CINCINNATI,IA,52549,MO 10:45 AM,TU 10:45 AM,WE 10:45 AM,TH 10:45 AM,FR 10:45 AM,SA 10:45 AM,,40.6326299909,-92.9241999671
5254900004,USPS COLLECTION BOX - PO LOBBY,101 ALPINE STE 1,CINCINNATI,IA,52549,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 11:00 AM,,40.6326299909,-92.9241999671
7314500011,USPS COLLECTION BOX - PO LOBBY,3681 H AVE (BLDG 478),OKC,OK,73145,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,,,35.428563983,-97.4004287957
7310200046,USPS COLLECTION BOX - BLUE BOX,1000 N LEE AVE,OKLAHOMA CITY,OK,73102,MO 04:15 PM,TU 04:15 PM,WE 04:15 PM,TH 04:15 PM,FR 04:15 PM,,,35.4782411246,-97.5242417363
0661400055,USPS COLLECTION BOX - APC,411 BARNUM RD,STRATFORD,CT,06614,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 02:00 PM,,41.199008122,-73.14665682
0660500001,USPS COLLECTION BOX - BLUE BOX,919 FAIRFIELD AVE,BRIDGEPORT,CT,06605,MO 11:15 AM,TU 11:15 AM,WE 11:15 AM,TH 11:15 AM,FR 11:15 AM,SA 11:00 AM,,41.1743312663,-73.2021708855
0661100028,USPS COLLECTION BOX - BLUE BOX,888 WHITE PLAINS RD,TRUMBULL,CT,06611,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,41.244512814,-73.196085238
2857300001,USPS COLLECTION BOX - BLUE BOX,125 MAIN ST,POLLOCKSVILLE,NC,28573,MO 04:45 PM,TU 04:45 PM,WE 04:45 PM,TH 04:45 PM,FR 04:45 PM,SA 10:30 AM,,35.008118655,-77.219807408
2857300002,USPS COLLECTION BOX - PO LOBBY,125 MAIN ST,POLLOCKSVILLE,NC,28573,MO 04:45 PM,TU 04:45 PM,WE 04:45 PM,TH 04:45 PM,FR 04:45 PM,SA 10:30 AM,,35.008118655,-77.2198074077
2857300003,USPS COLLECTION BOX - PO LOBBY,125 MAIN ST,POLLOCKSVILLE,NC,28573,MO 04:45 PM,TU 04:45 PM,WE 04:45 PM,TH 04:45 PM,FR 04:45 PM,SA 10:30 AM,,35.008118655,-77.2198074077
2857300004,USPS COLLECTION BOX - PO LOBBY,125 MAIN ST,POLLOCKSVILLE,NC,28573,MO 04:45 PM,TU 04:45 PM,WE 04:45 PM,TH 04:45 PM,FR 04:45 PM,SA 10:30 AM,,35.008118655,-77.2198074077
6270700004,USPS COLLECTION BOX - BLUE BOX,CAPITOL AIRPORT DR,SPRINGFIELD,IL,62707,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,,,39.8450133271,-89.6699858877
6066000062,USPS COLLECTION BOX - BLUE BOX,1723 W DEVON AVE,CHICAGO,IL,60660,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 04:00 PM,,41.9980163908,-87.6730649512
6126500028,USPS COLLECTION BOX - BLUE BOX,4500 16TH ST,MOLINE,IL,61265,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,41.468695571,-90.506972346
6126500029,USPS COLLECTION BOX - BLUE BOX,4515 34TH ST,MOLINE,IL,61265,MO 12:45 PM,TU 12:45 PM,WE 12:45 PM,TH 12:45 PM,FR 12:45 PM,SA 12:45 PM,,41.4681194751,-90.4909355069
6126500012,USPS COLLECTION BOX - BLUE BOX,1150 41ST ST,MOLINE,IL,61265,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,41.500934141,-90.479841822
2760900045,USPS COLLECTION BOX - BLUE BOX,1637 N MARKET DR,RALEIGH,NC,27609,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 10:00 AM,,35.8410756799,-78.6092656634
7303000010,USPS COLLECTION BOX - BLUE BOX,308 S 3RD ST,DAVIS,OK,73030,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,34.502490634,-97.118510891
0288200014,USPS COLLECTION BOX - BLUE BOX,91 POINT JUDITH RD,NARRAGANSETT,RI,02882,MO 03:30 PM,TU 03:30 PM,WE 03:30 PM,TH 03:30 PM,FR 03:30 PM,SA 02:30 PM,,41.4281046217,-71.4808249036
0651100119,USPS COLLECTION BOX - BLUE BOX,600 PROSPECT ST,NEW HAVEN,CT,06511,MO 01:15 PM,TU 01:15 PM,WE 01:15 PM,TH 01:15 PM,FR 01:15 PM,SA 11:45 AM,,41.328272711,-72.922027035
0651400007,USPS COLLECTION BOX - BLUE BOX,60 CONNOLLY PKWY,NEW HAVEN,CT,06514,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,,,41.3666793419,-72.9183559066
0651900019,USPS COLLECTION BOX - BLUE BOX,100 CHURCH ST S,NEW HAVEN,CT,06519,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 11:00 AM,,41.299686105,-72.929283168
0640100004,USPS COLLECTION BOX - BLUE BOX,314 MAIN ST,ANSONIA,CT,06401,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,41.3415837308,-73.0782020579
2770400026,USPS COLLECTION BOX - BLUE BOX,3414 N DUKE ST,DURHAM,NC,27704,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 10:00 AM,,36.047061,-78.9052095
2770100036,USPS COLLECTION BOX - BLUE BOX,1058 W CLUB BLVD,DURHAM,NC,27701,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 10:00 AM,,36.0169584955,-78.9097914271
2770700046,USPS COLLECTION BOX - BLUE BOX,1201 UNIVERSITY DR,DURHAM,NC,27707,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 10:00 AM,,35.9854819461,-78.9102290571
7353300008,USPS COLLECTION BOX - BLUE BOX,1407 N WHISENANT DR,DUNCAN,OK,73533,MO 04:30 PM,TU 04:30 PM,WE 04:30 PM,TH 04:30 PM,FR 04:30 PM,,,34.5200051317,-97.975059449
7744900002,USPS COLLECTION BOX - BLUE BOX,1805 N MASON RD,KATY,TX,77449,MO 02:15 PM,TU 02:15 PM,WE 02:15 PM,TH 02:15 PM,FR 02:15 PM,,,29.7993385321,-95.7520705879
7707900086,USPS COLLECTION BOX - BLUE BOX,13900 KATY FWY,HOUSTON,TX,77079,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,,,29.786409,-95.63058
7709500001,USPS COLLECTION BOX - BLUE BOX,7200 CREEK CREST DR,HOUSTON,TX,77095,MO 01:30 PM,TU 01:30 PM,WE 01:30 PM,TH 01:30 PM,FR 01:30 PM,,,29.882914791,-95.62875103
7706500006,USPS COLLECTION BOX - BLUE BOX,11250 WEST RD,HOUSTON,TX,77065,MO 12:15 PM,TU 12:15 PM,WE 12:15 PM,TH 12:15 PM,FR 12:15 PM,,,29.909481935,-95.589227907
8320100001,USPS COLLECTION BOX - BLUE BOX,1000 POCATELLO CREEK RD,POCATELLO,ID,83201,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 02:45 PM,,42.8928856612,-112.4408409773
4837700029,USPS COLLECTION BOX - BLUE BOX,29300 DOUGLAS DR,NOVI,MI,48377,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,,,42.5089299158,-83.4599527217
0647000009,USPS COLLECTION BOX - BLUE BOX,228 S MAIN ST,SANDY HOOK,CT,06470,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,41.37541641,-73.2721854121
0647000012,USPS COLLECTION BOX - BLUE BOX,45 MAIN ST,SANDY HOOK,CT,06470,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,41.415158917,-73.310017432
0681000057,USPS COLLECTION BOX - BLUE BOX,1 PADANARAM,DANBURY,CT,06810,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 11:00 AM,,41.415003,-73.456515
0682400013,USPS COLLECTION BOX - BLUE BOX,1485 BLACK ROCK,FAIRFIELD,CT,06824,MO 01:45 PM,TU 01:45 PM,WE 01:45 PM,TH 01:45 PM,FR 01:45 PM,SA 02:00 PM,,41.177200297,-73.2415504591
5315000005,USPS COLLECTION BOX - BLUE BOX,S63W13660 JANESVILLE RD,MUSKEGO,WI,53150,MO 11:30 AM,TU 11:30 AM,WE 11:30 AM,TH 11:30 AM,FR 11:30 AM,SA 11:30 AM,,42.9283926512,-88.0847871159
0570100052,USPS COLLECTION BOX - BLUE BOX,308 US ROUTE 7,RUTLAND,VT,05701,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,43.586167326,-72.968255516
5110100042,USPS COLLECTION BOX - BLUE BOX,620 NEBRASKA ST,SIOUX CITY,IA,51101,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 05:00 PM,,42.496884367,-96.4034134488
7705600160,USPS COLLECTION BOX - BLUE BOX,5065 WESTHEIMER RD,HOUSTON,TX,77056,MO 03:30 PM,TU 03:30 PM,WE 03:30 PM,TH 03:30 PM,FR 03:30 PM,,,29.740644955,-95.463118868
0213200036,USPS COLLECTION BOX - BLUE BOX,200 LAGRANGE ST,WEST ROXBURY,MA,02132,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 01:00 PM,,42.27601564,-71.151462115
3034500005,USPS COLLECTION BOX - BLUE BOX,2150 PARKLAKE DR NE,ATLANTA,GA,30345,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,33.847912433,-84.2493532279
6852100027,USPS COLLECTION BOX - BLUE BOX,755 FALLBROOK BLVD,LINCOLN,NE,68521,MO 10:00 AM,TU 10:00 AM,WE 10:00 AM,TH 10:00 AM,FR 10:00 AM,SA 10:00 AM,,40.877584322,-96.730755089
9300100065,USPS COLLECTION BOX - BLUE BOX,2300 ALESSANDRO DR,VENTURA,CA,93001,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,34.2662439617,-119.2690402595
9300300146,USPS COLLECTION BOX - BLUE BOX,2500 E THOMPSON BLVD,VENTURA,CA,93003,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,34.2728288745,-119.2629767678
1197000000,USPS COLLECTION BOX - BLUE BOX,70 2ND ST,SOUTH JAMESPORT,NY,11970,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 12:00 PM,,40.9369833854,-72.5762112513
1197000002,USPS COLLECTION BOX - PO LOBBY,70 2 ND ST,SOUTH JAMESPORT,NY,11970,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 12:00 PM,,40.936983385,-72.576211251
1197000003,USPS COLLECTION BOX - PO LOBBY,70 2ND ST,SOUTH JAMESPORT,NY,11970,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,40.936983385,-72.576211251
6573400003,USPS COLLECTION BOX - PO LOBBY,100 E WASHINGTON ST,PURDY,MO,65734,MO 11:00 AM,TU 11:00 AM,WE 11:00 AM,TH 11:00 AM,FR 11:00 AM,SA 10:45 AM,,36.8170380511,-93.914081084
6173100000,USPS COLLECTION BOX - BLUE BOX,146 MAIN ST,CROPSEY,IL,61731,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 12:15 PM,,40.6081043233,-88.4807049611
6173100002,USPS COLLECTION BOX - PO LOBBY,146 MAIN ST,CROPSEY,IL,61731,MO 03:45 PM,TU 03:45 PM,WE 03:45 PM,TH 03:45 PM,FR 03:45 PM,SA 12:15 PM,,40.6081043233,-88.4807049611
6173100003,USPS COLLECTION BOX - PO LOBBY,146 MAIN ST,CROPSEY,IL,61731,MO 04:00 PM,TU 04:00 PM,WE 04:00 PM,TH 04:00 PM,FR 04:00 PM,SA 12:30 PM,,40.6081043233,-88.4807049611
4200200095,USPS COLLECTION BOX - BLUE BOX,6135 BENTON RD,PADUCAH,KY,42002,MO 04:30 PM,TU 04:30 PM,WE 04:30 PM,TH 04:30 PM,FR 04:30 PM,SA 03:15 PM,,37.0038364063,-88.5299319284
0190100047,USPS COLLECTION BOX - BLUE BOX,137 EUCLID AVE,LYNN,MA,01901,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,42.485589,-70.9510005
0825200006,USPS COLLECTION BOX - PO LOBBY,6 E MAIN ST,WHITESBORO,NJ,08252,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,39.0304272565,-74.8619032402
0825200007,USPS COLLECTION BOX - BLUE BOX,6 E MAIN ST,WHITESBORO,NJ,08252,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,39.0304272565,-74.8619032402
0825200008,USPS COLLECTION BOX - PO LOBBY,6 E MAIN ST,WHITESBORO,NJ,08252,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,39.0304272565,-74.8619032402
1102000099,USPS COLLECTION BOX - BLUE BOX,1010 NORTHERN BLVD,GREAT NECK,NY,11020,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,40.7854237088,-73.7073311128
1102000100,USPS COLLECTION BOX - BLUE BOX,1010 NORTHERN BLVD,GREAT NECK,NY,11020,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,40.785423709,-73.707331113
1102000139,USPS COLLECTION BOX - BLUE BOX,1010 NORTHERN BLVD,GREAT NECK,NY,11020,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,40.785423709,-73.707331113
1102000144,USPS COLLECTION BOX - BLUE BOX,1010 NORTHERN BLVD,GREAT NECK,NY,11020,MO 05:00 PM,TU 05:00 PM,WE 05:00 PM,TH 05:00 PM,FR 05:00 PM,SA 12:00 PM,,40.785423709,-73.707331113
7000500041,USPS COLLECTION BOX - BLUE BOX,1521 METAIRIE RD,METAIRIE,LA,70005,MO 11:45 AM,TU 11:45 AM,WE 11:45 AM,TH 11:45 AM,FR 11:45 AM,SA 10:45 AM,,29.98746,-90.1406745
1914500120,USPS COLLECTION BOX - BLUE BOX,1998 MOORE ST,PHILA,PA,19145,MO 09:00 AM,TU 09:00 AM,WE 09:00 AM,TH 09:00 AM,FR 09:00 AM,SA 09:00 AM,,39.9291542331,-75.1783542475
1914700100,USPS COLLECTION BOX - BLUE BOX,1200 FEDERAL ST,PHILA,PA,19147,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 01:00 PM,,39.934962,-75.163698
1471700005,USPS COLLECTION BOX - PO LOBBY,8915 STATE ROUTE 19,CANEADEA,NY,14717,MO 02:00 PM,TU 02:00 PM,WE 02:00 PM,TH 02:00 PM,FR 02:00 PM,SA 12:00 PM,,42.3881070921,-78.1531580917
4021700004,USPS COLLECTION BOX - BLUE BOX,3 AUDUBON PLAZA DR,LOUISVILLE,KY,40217,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,38.213847,-85.7219895
2590800003,USPS COLLECTION BOX - BLUE BOX,127 EPPERLY RD,PRINCEWICK,WV,25908,MO 11:30 AM,TU 11:30 AM,WE 11:30 AM,TH 11:30 AM,FR 11:30 AM,SA 09:30 AM,,37.6597929303,-81.2256821708
2590800004,USPS COLLECTION BOX - PO LOBBY,127 EPPERLY RD,PRINCEWICK,WV,25908,MO 11:30 AM,TU 11:30 AM,WE 11:30 AM,TH 11:30 AM,FR 11:30 AM,SA 09:30 AM,,37.6597929303,-81.2256821708
2590800005,USPS COLLECTION BOX - PO LOBBY,127 EPPERLY RD,PRINCEWICK,WV,25908,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 10:00 AM,,37.6597929303,-81.2256821708
8951100028,USPS COLLECTION BOX - BLUE BOX,10315 PROFESSIONAL CIR,RENO,NV,89511,MO 03:15 PM,TU 03:15 PM,WE 03:15 PM,TH 03:15 PM,FR 03:15 PM,,,39.4321496295,-119.7569154164
8970600012,USPS COLLECTION BOX - BLUE BOX,2621 NORTHGATE LN,CARSON CITY,NV,89706,MO 03:50 PM,TU 03:50 PM,WE 03:50 PM,TH 03:50 PM,FR 03:50 PM,,,39.183813,-119.765950981
8951100006,USPS COLLECTION BOX - BLUE BOX,8175 S VIRGINIA ST,RENO,NV,89511,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 12:45 PM,,39.452616,-119.779074
8950200006,USPS COLLECTION BOX - BLUE BOX,1575 DELUCCHI LN,RENO,NV,89502,MO 04:15 PM,TU 04:15 PM,WE 04:15 PM,TH 04:15 PM,FR 04:15 PM,SA 01:15 PM,,39.469609453,-119.776275
3341000004,USPS COLLECTION BOX - BLUE BOX,11380 PROSPERITY FARMS RD,WEST PALM BEACH,FL,33410,MO 01:00 PM,TU 01:00 PM,WE 01:00 PM,TH 01:00 PM,FR 01:00 PM,SA 01:00 PM,,26.841753,-80.071695
3346100026,USPS COLLECTION BOX - BLUE BOX,5055 S CONGRESS AVE,GREENACRES,FL,33461,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:00 PM,,26.60301,-80.090847
3345800021,USPS COLLECTION BOX - BLUE BOX,2885 JUPITER PARK DR,JUPITER,FL,33458,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,26.928342,-80.141004
3345800018,USPS COLLECTION BOX - BLUE BOX,901 W INDIANTOWN RD,JUPITER,FL,33458,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,26.934651,-80.111394
2990500005,USPS COLLECTION BOX - BLUE BOX,8740 WAKE BLVD,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.339775443,-80.69852879
2990500004,USPS COLLECTION BOX - BLUE BOX,6012 PANAMA DR,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.3494243336,-80.6856062262
2990500006,USPS COLLECTION BOX - BLUE BOX,6012 PANAMA DR,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.349424334,-80.685606226
2990500003,USPS COLLECTION BOX - BLUE BOX,683 SHANGHAI ST,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.3471142192,-80.6838132124
2990500007,USPS COLLECTION BOX - BLUE BOX,683 SHANGHAI ST,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.347114219,-80.683813212
2990500001,USPS COLLECTION BOX - BLUE BOX,590 GUANTANAMO ST,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.352563802,-80.683386582
2990500002,USPS COLLECTION BOX - BLUE BOX,926 SANTO DOMINGO,BEAUFORT,SC,29905,MO 03:00 PM,TU 03:00 PM,WE 03:00 PM,TH 03:00 PM,FR 03:00 PM,SA 03:00 PM,,32.346037708,-80.675344204
2990200095,USPS COLLECTION BOX - BLUE BOX,149 CORREGIDOR ST,BEAUFORT,SC,29902,MO 03:30 PM,TU 03:30 PM,WE 03:30 PM,TH 03:30 PM,FR 03:30 PM,SA 03:00 PM,,32.3506064924,-80.6744606647
2003700086,USPS COLLECTION BOX - BLUE BOX,2601 VIRGINIA AVE NW,WASHINGTON,DC,20037,MO 12:00 PM,TU 12:00 PM,WE 12:00 PM,TH 12:00 PM,FR 12:00 PM,SA 12:40 PM,,38.900295,-77.055354
5165400004,USPS COLLECTION BOX - PO LOBBY,611 WEST ST,THURMAN,IA,51654,MO 11:45 AM,TU 11:45 AM,WE 11:45 AM,TH 11:45 AM,FR 11:45 AM,SA 10:45 AM,,40.8219117485,-95.7539048236
5165400005,USPS COLLECTION BOX - BLUE BOX,611 WEST ST,THURMAN,IA,51654,MO 03:15 PM,TU 03:15 PM,WE 03:15 PM,TH 03:15 PM,FR 03:15 PM,SA 03:15 PM,,40.8219117485,-95.7539048236
5165400007,USPS COLLECTION BOX - PO LOBBY,611 WEST ST,THURMAN,IA,51654,MO 11:45 AM,TU 11:45 AM,WE 11:45 AM,TH 11:45 AM,FR 11:45 AM,SA 10:45 AM,,40.8219117485,-95.7539048236
